critic,crit_org,crit_cn,movie,m_year,director,dir_dob,dir_pob,cob
Angie Han,Slashfilm,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Angie Han,Slashfilm,US,Only Lovers Left Alive,2013,Jim Jarmusch,1953-01-22,"Cuyahoga Falls, Ohio, U.S.",U.S.
Angie Han,Slashfilm,US,Selma,2014,Ava DuVernay,1972-08-24,"Long Beach, California, U.S.",U.S.
Angie Han,Slashfilm,US,Pain & Gain,2013,Michael Bay,1965-02-17,"Los Angeles, California, U.S.",U.S.
Aisha Harris,Slate,US,Inside Out,2015,Pete Docter,1968-10-09,"Bloomington, Minnesota, U.S.",U.S.
Aisha Harris,Slate,US,When the Levees Broke: A Requiem in Four Acts,2006,Spike Lee,1957-03-20,"Atlanta, Georgia, U.S.",U.S.
Aisha Harris,Slate,US,Stories We Tell,2012,Sarah Polley,1979-01-08,"Toronto, Ontario, Canada",Canada
Aisha Harris,Slate,US,Her,2013,Spike Jonze,1969-10-22,"New York City, U.S.",U.S.
Aisha Harris,Slate,US,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Aisha Harris,Slate,US,Before Midnight,2013,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Aisha Harris,Slate,US,The Look of Silence,2014,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Aisha Harris,Slate,US,Fruitvale Station,2013,Ryan Coogler,1986-05-23,"Oakland, California, U.S.",U.S.
Aisha Harris,Slate,US,Love & Basketball,2000,Gina Prince-Bythewood,1969-06-10,"Chicago, Illinois, U.S.",U.S.
Aisha Harris,Slate,US,Brick,2005,Rian Johnson,1973-12-17,"Silver Spring, Maryland, U.S.",U.S.
Tina Hassannia,Freelance film critic,Canada,Stray Dogs,2013,Tsai Ming-liang,1957-10-27,,
Tina Hassannia,Freelance film critic,Canada,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Tina Hassannia,Freelance film critic,Canada,Margaret,2011,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Tina Hassannia,Freelance film critic,Canada,Ten,2002,Abbas Kiarostami,1940-06-22,"Tehran, Imperial State of Iran",Imperial State of Iran
Tina Hassannia,Freelance film critic,Canada,35 Shots of Rum,2008,Claire Denis,1946-04-21,"Paris, France",France
Tina Hassannia,Freelance film critic,Canada,Closed Curtain,2013,Jafar Panahi,1960-07-11,"Mianeh, East Azerbaijan, Imperial State of Iran",Imperial State of Iran
Tina Hassannia,Freelance film critic,Canada,Tangerine,2015,Sean Baker,,,
Tina Hassannia,Freelance film critic,Canada,The Royal Tenenbaums,2001,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Tina Hassannia,Freelance film critic,Canada,Spring Breakers,2012,Harmony Korine,1973-01-04,"Bolinas, California, U.S.",U.S.
Tina Hassannia,Freelance film critic,Canada,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,,,
Shiguehiko Hasumi,University of Tokyo,Japan,Notre musique,2004,Jean-Luc Godard,1930-12-03,"Paris, France",France
Shiguehiko Hasumi,University of Tokyo,Japan,Triple Agent,2004,Éric Rohmer,1920-03-21,"Tulle, France",France
Shiguehiko Hasumi,University of Tokyo,Japan,The Assassin,2015,Hou Hsiao-hsien,1947-04-08,"Meihsien County, Kwangtung, Republic of China",Republic of China
Shiguehiko Hasumi,University of Tokyo,Japan,Gran Torino,2008,Clint Eastwood,,,
Shiguehiko Hasumi,University of Tokyo,Japan,Horse Money,2014,Pedro Costa,1958-12-30,"Lisbon, Portugal",Portugal
Shiguehiko Hasumi,University of Tokyo,Japan,Fantastic Mr Fox,2012,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Shiguehiko Hasumi,University of Tokyo,Japan,Holy Motors,2012,Leos Carax,1960-11-22,,
Shiguehiko Hasumi,University of Tokyo,Japan,Death Proof – Grindhouse,2007,Quentin Tarantino,1963-03-27,,
Shiguehiko Hasumi,University of Tokyo,Japan,Déjà Vu,2006,Tony Scott,1944-06-21,"Tynemouth, England",England
Shiguehiko Hasumi,University of Tokyo,Japan,Seventh Code,2013,Kiyoshi Kurosawa,1955-07-19,"Kobe, Japan",Japan
Katarina Hedrén,Freelance film critic,South Africa,Waiting for Happiness,2002,Abderrahmane Sissako,1961-10-13,"Kiffa, Mauritania",Mauritania
Katarina Hedrén,Freelance film critic,South Africa,The White Ribbon,2009,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Katarina Hedrén,Freelance film critic,South Africa,Dreams of a Life,2011,Carol Morley,1966-01-14,"Stockport, England",England
Katarina Hedrén,Freelance film critic,South Africa,Tey,2012,Alain Gomis,1972-03-06,,
Katarina Hedrén,Freelance film critic,South Africa,The Gleaners and I,2000,Agnès Varda,1928-05-30,"Ixelles, Brussels, Belgium",Belgium
Katarina Hedrén,Freelance film critic,South Africa,Lumumba,2000,Raoul Peck,,,
Katarina Hedrén,Freelance film critic,South Africa,Hunger,2008,Steve McQueen,1930-03-24,"Beech Grove, Indiana, U.S.",U.S.
Katarina Hedrén,Freelance film critic,South Africa,Fruitvale Station,2013,Ryan Coogler,1986-05-23,"Oakland, California, U.S.",U.S.
Katarina Hedrén,Freelance film critic,South Africa,"Eat, Sleep, Die",2012,Gabriela Pichler,1980-03-11,"Huddinge, Sweden",Sweden
Katarina Hedrén,Freelance film critic,South Africa,Middle of Nowhere,2012,Ava DuVernay,1972-08-24,"Long Beach, California, U.S.",U.S.
Jordan Hoffman,Freelance film critic,US,A Serious Man,2009,Joel and Ethan Coen,1954-11-29,,
Jordan Hoffman,Freelance film critic,US,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Jordan Hoffman,Freelance film critic,US,Star Trek,2009,J. J. Abrams,1966-06-27,"New York City, U.S.",U.S.
Jordan Hoffman,Freelance film critic,US,Waking Life,2001,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Jordan Hoffman,Freelance film critic,US,Ida,2013,Paweł Pawlikowski,1957-09-15,"Warsaw, Poland",Poland
Jordan Hoffman,Freelance film critic,US,Enter the Void,2009,Gaspar Noé,1963-12-27,"Buenos Aires, Argentina",Argentina
Jordan Hoffman,Freelance film critic,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Jordan Hoffman,Freelance film critic,US,Of Gods and Men,2010,Xavier Beauvois,1967-03-20,"Auchel, France",France
Jordan Hoffman,Freelance film critic,US,Into Great Silence,2005,Philip Gröning,,,
Jordan Hoffman,Freelance film critic,US,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Larry Charles,,,
Michael Hogan,Vanity Fair,US,The Social Network,2010,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Michael Hogan,Vanity Fair,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Michael Hogan,Vanity Fair,US,The Descendants,2011,Alexander Payne,1961-02-10,"Omaha, Nebraska, U.S.",U.S.
Michael Hogan,Vanity Fair,US,Beasts of the Southern Wild,2012,Benh Zeitlin,1982-10-14,"New York City, New York, U.S.",U.S.
Michael Hogan,Vanity Fair,US,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Michael Hogan,Vanity Fair,US,Idiocracy,2006,Mike Judge,1962-10-17,"Guayaquil, Ecuador",Ecuador
Michael Hogan,Vanity Fair,US,Bridesmaids,2011,Paul Feig,1962-09-17,"Royal Oak, Michigan, U.S.",U.S.
Michael Hogan,Vanity Fair,US,Spring Breakers,2012,Harmony Korine,1973-01-04,"Bolinas, California, U.S.",U.S.
Michael Hogan,Vanity Fair,US,American Psycho,2000,Mary Harron,1953-01-12,"Bracebridge, Ontario, Canada",Canada
Michael Hogan,Vanity Fair,US,The Dark Knight,2008,Christopher Nolan,1970-07-30,"London, England",England
Ann Hornaday,The Washington Post,US,Children of Men,2006,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Ann Hornaday,The Washington Post,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Ann Hornaday,The Washington Post,US,The Hurt Locker,2008,Kathryn Bigelow,1951-11-27,"San Carlos, California, U.S.",U.S.
Ann Hornaday,The Washington Post,US,"4 Months, 3 Weeks & 2 Days",2007,Cristian Mungiu,1968-04-27,"Iași, Romania",Romania
Ann Hornaday,The Washington Post,US,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,1963-05-08,"Versailles, France",France
Ann Hornaday,The Washington Post,US,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Ann Hornaday,The Washington Post,US,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Ann Hornaday,The Washington Post,US,Michael Clayton,2007,Tony Gilroy,1956-09-11,"New York City, U.S.",U.S.
Ann Hornaday,The Washington Post,US,You Can Count on Me Me,2000,Kenneth Lonergan,1962-10-16,"The Bronx, New York, U.S.",U.S.
Ann Hornaday,The Washington Post,US,Finding Nemo,2003,Andrew Stanton and Lee Unkrich,,,
Alexander Horwath,Austrian Film Museum,Austria,Wolff Von Amerongen: Did He Commit Bankruptcy Offences?,2004,Gerhard Benedikt Friedl,,,
Alexander Horwath,Austrian Film Museum,Austria,The Master,2012,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Alexander Horwath,Austrian Film Museum,Austria,Longing,2006,Valeska Grisebach,,,
Alexander Horwath,Austrian Film Museum,Austria,I’m Not There,2007,Todd Haynes,1961-01-02,"Los Angeles, California, U.S.",U.S.
Alexander Horwath,Austrian Film Museum,Austria,The External World,2010,David O'Reilly,,,
Alexander Horwath,Austrian Film Museum,Austria,Secret Sunshine,2007,Lee Chang-dong,1954-07-04,"Daegu, South Korea",South Korea
Alexander Horwath,Austrian Film Museum,Austria,Toni Erdmann,2016,Maren Ade,1976-12-12,"Karlsruhe, West Germany",West Germany
Alexander Horwath,Austrian Film Museum,Austria,Platform,2000,Jia Zhangke,1970-05-24,"Fenyang, Shanxi, China",China
Alexander Horwath,Austrian Film Museum,Austria,The Holy Girl,2004,Lucrecia Martel,1966-12-14,"Salta, Argentina",Argentina
Alexander Horwath,Austrian Film Museum,Austria,Mosaik mécanique,2008,Norbert Pfaffenbichler,,,
Peter Howell,The Toronto Star,Canada,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Peter Howell,The Toronto Star,Canada,Holy Motors,2012,Leos Carax,1960-11-22,,
Peter Howell,The Toronto Star,Canada,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Peter Howell,The Toronto Star,Canada,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Peter Howell,The Toronto Star,Canada,Inside Llewyn Davis,2013,Joel and Ethan Coen,1954-11-29,,
Peter Howell,The Toronto Star,Canada,Certified Copy,2010,Abbas Kiarostami,1940-06-22,"Tehran, Imperial State of Iran",Imperial State of Iran
Peter Howell,The Toronto Star,Canada,Memento,2000,Christopher Nolan,1970-07-30,"London, England",England
Peter Howell,The Toronto Star,Canada,Y Tu Mamá También,2001,Alfonso Cuarón,1961-11-28,"Mexico City, Mexico",Mexico
Peter Howell,The Toronto Star,Canada,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Peter Howell,The Toronto Star,Canada,A History of Violence,2005,David Cronenberg,1943-03-15,"Toronto, Ontario, Canada",Canada
Annette Insdorf,Columbia University,US,Good Night and Good Luck,2005,George Clooney,1961-05-06,"Lexington, Kentucky, U.S.",U.S.
Annette Insdorf,Columbia University,US,Hugo,2011,Martin Scorsese,1942-11-17,"New York City, U.S.",U.S.
Annette Insdorf,Columbia University,US,Ida,2013,Paweł Pawlikowski,1957-09-15,"Warsaw, Poland",Poland
Annette Insdorf,Columbia University,US,A Separation,2011,Asghar Farhadi,1972-05-07,"Homayoon Shahr, Isfahan, Pahlavi Iran",Pahlavi Iran
Annette Insdorf,Columbia University,US,Amour,2012,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Annette Insdorf,Columbia University,US,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Annette Insdorf,Columbia University,US,Quills,2000,Philip Kaufman,1936-10-23,"Chicago, Illinois, U.S.",U.S.
Annette Insdorf,Columbia University,US,The Sapphires,2012,Wayne Blair,,,
Annette Insdorf,Columbia University,US,Where Do We Go Now?,2011,Nadine Labaki,1974-02-18,,
Annette Insdorf,Columbia University,US,Ajami,2009,Scandar Copti and Yaron Shani,,,
Aysha Iqbal,Indian Institute of Technology,India,The Dark Knight,2008,Christopher Nolan,1970-07-30,"London, England",England
Aysha Iqbal,Indian Institute of Technology,India,Inception,2010,Christopher Nolan,1970-07-30,"London, England",England
Aysha Iqbal,Indian Institute of Technology,India,Hero,2002,Zhang Yimou,1951-11-14,,
Aysha Iqbal,Indian Institute of Technology,India,Inglourious Basterds,2009,Quentin Tarantino,1963-03-27,,
Aysha Iqbal,Indian Institute of Technology,India,The Wolf of Wall Street,2013,Martin Scorsese,1942-11-17,"New York City, U.S.",U.S.
Aysha Iqbal,Indian Institute of Technology,India,Chakde! India,2007,Shimit Amin,,,
Aysha Iqbal,Indian Institute of Technology,India,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Aysha Iqbal,Indian Institute of Technology,India,No Country For Old Men,2007,Joel and Ethan Coen,1954-11-29,,
Aysha Iqbal,Indian Institute of Technology,India,Maqbool,2003,Vishal Bhardwaj,1965-08-04,"Chandpur, Uttar Pradesh, India",India
Aysha Iqbal,Indian Institute of Technology,India,The Lives of Others,2006,Florian Henckel von Donnersmarck,1973-05-02,"Cologne, West Germany",West Germany
Zhanna Issabayeva,Freelance film critic,Kazakhstan,The Pianist,2002,Roman Polanski,1933-08-18,"Paris, French Third Republic",French Third Republic
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Only Lovers Left Alive,2013,Jim Jarmusch,1953-01-22,"Cuyahoga Falls, Ohio, U.S.",U.S.
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,,,
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Leviathan,2014,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Amélie,2001,Jean-Pierre Jeunet,1953-09-03,"Roanne, Loire, France",France
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Avatar,2009,James Cameron,1954-08-16,"Kapuskasing, Ontario, Canada",Canada
Zhanna Issabayeva,Freelance film critic,Kazakhstan,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Zhanna Issabayeva,Freelance film critic,Kazakhstan,A Pigeon Sat on a Branch Reflecting on Existence,2014,Roy Andersson,1943-03-31,"Gothenburg, Sweden",Sweden
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Zhanna Issabayeva,Freelance film critic,Kazakhstan,Coming Home,2014,Zhang Yimou,1951-11-14,,
Larushka Ivan-Zadeh,Metro,UK,The Act of Killing,2012,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Larushka Ivan-Zadeh,Metro,UK,Caché,2005,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Larushka Ivan-Zadeh,Metro,UK,"Synecdoche, New York",2008,Charlie Kaufman,1958-11-19,"New York City, U.S.",U.S.
Larushka Ivan-Zadeh,Metro,UK,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Larushka Ivan-Zadeh,Metro,UK,WALL-E,2008,Andrew Stanton,1965-12-03,"Rockport, Massachusetts, U.S.",U.S.
Larushka Ivan-Zadeh,Metro,UK,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,,,
Larushka Ivan-Zadeh,Metro,UK,Lost in Translation,2003,Sofia Coppola,1971-05-14,"New York City, U.S.",U.S.
Larushka Ivan-Zadeh,Metro,UK,Talk to Her,2002,Pedro Almodóvar,1949-09-25,"Calzada de Calatrava, Spain",Spain
Larushka Ivan-Zadeh,Metro,UK,The Wrestler,2008,Darren Aronofsky,1969-02-12,"New York City, U.S.",U.S.
Larushka Ivan-Zadeh,Metro,UK,Boyhood,2014,Richard Linklater,1960-07-30,"Houston, Texas, U.S.",U.S.
Nick James,Sight & Sound,UK,In the Mood for Love,2000,Wong Kar-wai,1958-07-17,"Shanghai, China",China
Nick James,Sight & Sound,UK,Caché,2005,Michael Haneke,1942-03-23,"Munich, Germany",Germany
Nick James,Sight & Sound,UK,Yi Yi: A One and a Two,2000,Edward Yang,1947-11-06,"Shanghai, Republic of China",Republic of China
Nick James,Sight & Sound,UK,Zero Dark Thirty,2012,Kathryn Bigelow,1951-11-27,"San Carlos, California, U.S.",U.S.
Nick James,Sight & Sound,UK,Once Upon a Time in Anatolia,2011,Nuri Bilge Ceylan,1959-01-26,"Istanbul, Turkey",Turkey
Nick James,Sight & Sound,UK,White Material,2009,Claire Denis,1946-04-21,"Paris, France",France
Nick James,Sight & Sound,UK,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Nick James,Sight & Sound,UK,The Look of Silence,2014,Joshua Oppenheimer,1974-09-23,"Austin, Texas, U.S.",U.S.
Nick James,Sight & Sound,UK,The Turin Horse,2011,Béla Tarr and Ágnes Hranitzky,,,
Nick James,Sight & Sound,UK,The Great Beauty,2013,Paolo Sorrentino,1970-05-31,"Naples, Campania, Italy",Italy
David Jenkins,Little White Lies,UK,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
David Jenkins,Little White Lies,UK,Eden,2014,Mia Hansen-Løve,1981-02-05,"Paris, France",France
David Jenkins,Little White Lies,UK,Punch-Drunk Love,2002,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
David Jenkins,Little White Lies,UK,Ghost World,2001,Terry Zwigoff,1949-05-18,"Appleton, Wisconsin, U.S.",U.S.
David Jenkins,Little White Lies,UK,Tabu,2012,Miguel Gomes,,,
David Jenkins,Little White Lies,UK,Wendy and Lucy,2008,Kelly Reichardt,1964-03-03,"Miami, Florida, U.S.",U.S.
David Jenkins,Little White Lies,UK,The Headless Woman,2008,Lucrecia Martel,1966-12-14,"Salta, Argentina",Argentina
David Jenkins,Little White Lies,UK,Everyone Else,2009,Maren Ade,1976-12-12,"Karlsruhe, West Germany",West Germany
David Jenkins,Little White Lies,UK,Millennium Mambo,2001,Hou Hsiao-hsien,1947-04-08,"Meihsien County, Kwangtung, Republic of China",Republic of China
David Jenkins,Little White Lies,UK,In Vanda’s Room,2000,Pedro Costa,1958-12-30,"Lisbon, Portugal",Portugal
Kent Jones,Film Comment,US,The Master,2012,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Kent Jones,Film Comment,US,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Kent Jones,Film Comment,US,Zodiac,2007,David Fincher,1962-08-28,"Denver, Colorado, U.S.",U.S.
Kent Jones,Film Comment,US,Toni Erdmann,2016,Maren Ade,1976-12-12,"Karlsruhe, West Germany",West Germany
Kent Jones,Film Comment,US,There Will Be Blood,2007,Paul Thomas Anderson,1970-06-26,"Los Angeles, California, U.S.",U.S.
Kent Jones,Film Comment,US,My Golden Days,2015,Arnaud Desplechin,1960-10-31,"Roubaix, France",France
Kent Jones,Film Comment,US,Carlos,2010,Olivier Assayas,1955-01-25,"Paris, France",France
Kent Jones,Film Comment,US,A Serious Man,2009,Joel and Ethan Coen,1954-11-29,,
Kent Jones,Film Comment,US,Moonrise Kingdom,2012,Wes Anderson,1969-05-01,"Houston, Texas, U.S.",U.S.
Kent Jones,Film Comment,US,The Son,2002,Jean-Pierre and Luc Dardenne,1951-04-21,"Liège, Belgium",Belgium
Manuel Kalmanovitz,Revista Semana,Colombia,The Headless Woman,2008,Lucrecia Martel,1966-12-14,"Salta, Argentina",Argentina
Manuel Kalmanovitz,Revista Semana,Colombia,Spirited Away,2001,Hayao Miyazaki,1941-01-05,"Tokyo City, Empire of Japan",Empire of Japan
Manuel Kalmanovitz,Revista Semana,Colombia,Mulholland Drive,2001,David Lynch,1946-01-20,"Missoula, Montana, U.S.",U.S.
Manuel Kalmanovitz,Revista Semana,Colombia,Sumas y Restas,2004,Víctor Gaviria,,,
Manuel Kalmanovitz,Revista Semana,Colombia,Inside Out,2015,Pete Docter,1968-10-09,"Bloomington, Minnesota, U.S.",U.S.
Manuel Kalmanovitz,Revista Semana,Colombia,The Gleaners and I,2000,Agnès Varda,1928-05-30,"Ixelles, Brussels, Belgium",Belgium
Manuel Kalmanovitz,Revista Semana,Colombia,The Return,2003,Andrey Zvyagintsev,1964-02-06,"Novosibirsk, RSFSR, Soviet Union",Soviet Union
Manuel Kalmanovitz,Revista Semana,Colombia,Regular Lovers,2005,Philippe Garrel,1948-04-06,,
Manuel Kalmanovitz,Revista Semana,Colombia,Under the Skin,2013,Jonathan Glazer,1965-03-26,"London, England",England
Manuel Kalmanovitz,Revista Semana,Colombia,The Days When I Do Not Exist,2002,Jean-Charles Fitoussi,,,
Dominik Kamalzadeh,Der Standard,Austria,The Tree of Life,2011,Terrence Malick,1943-11-30,"Ottawa, Illinois, U.S.",U.S.
Dominik Kamalzadeh,Der Standard,Austria,Holy Motors,2012,Leos Carax,1960-11-22,,
Dominik Kamalzadeh,Der Standard,Austria,Tabu,2012,Miguel Gomes,,,
Dominik Kamalzadeh,Der Standard,Austria,A History of Violence,2005,David Cronenberg,1943-03-15,"Toronto, Ontario, Canada",Canada
Dominik Kamalzadeh,Der Standard,Austria,Tropical Malady,2004,Apichatpong Weerasethakul,,,
Dominik Kamalzadeh,Der Standard,Austria,The Death of Mr Lazarescu,2005,Cristi Puiu,1967-04-03,"Bucharest, Romania",Romania
Dominik Kamalzadeh,Der Standard,Austria,Phoenix,2014,Christian Petzold,,,
Dominik Kamalzadeh,Der Standard,Austria,Platform,2000,Jia Zhangke,1970-05-24,"Fenyang, Shanxi, China",China
Dominik Kamalzadeh,Der Standard,Austria,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,2000,Jonas Mekas,1922-12-24,"Semeniškiai, Lithuania",Lithuania
Dominik Kamalzadeh,Der Standard,Austria,Secret Sunshine,2007,Lee Chang-dong,1954-07-04,"Daegu, South Korea",South Korea
